Q1 2018,10.50
Q2 2018,8.40
Q3 2018,7.80
Q4 2018,10.50
Q1 2019,11.60
Q2 2019,12
Q3 2019,11
Q4 2019,11.40
Q1 2020,11.40
Q2 2020,12
Q3 2020,17
Q4 2020,17.10
Q1 2021,29.20
Q2 2021,38.80
Q3 2021,30.10
Q4 2021,34.40
Q1 2022,39
Q2 2022,34.60
Q3 2022,21.80
