Q1 2018,0.10
Q2 2018,0.09
Q3 2018,0.10
Q4 2018,0.0
Q1 2019,0.08
Q2 2019,0.03
Q3 2019,0.03
Q4 2019,0.01
Q1 2020,0.01
Q2 2020,0.26
Q3 2020,0.14
Q4 2020,0.06
Q1 2021,0.16
Q2 2021,0.07
Q3 2021,0.17
Q4 2021,0.51
Q1 2022,0.19
Q2 2022,1.37
Q3 2022,0.01
